Taxon, Area, MinAge, MaxAge, Latitude, Longitude, Locality
Indarctos vireti, Europe, 9.491, 9.592, 41.5, 2.1, 46
Indarctos vireti, Europe, 9.5, 11.2, 41.1, -1.2, 525
Indarctos vireti, Europe, 9.5, 11.2, 41.5, 2.1, 208
Indarctos vireti, Europe, 9.5, 11.2, 42.4, 1.4, 211
Indarctos vireti, Asia, 11.2, 12.5, 37.3, 28.1, 1984
Indarctos zdanskyi, Asia, 5.3, 9, 35, 112, 3638
Indarctos zdanskyi, Asia, 5.3, 9, 39, 111.3, 3639
Melursus ursinus, Asia, 0.01, 1.95, 15.8, 78.1, 1844
Melursus ursinus, Asia, 0.63, 2, 30.8, 76.9, 881
Phoberocyon akhmetievi, Asia, 15.2, 18, 44.4, 79, 134
Phoberocyon aurelianensis, Europe, 15.97, 20.43, 47.5, 0, 19
Phoberocyon aurelianensis, Europe, 18, 20, 44.7, -0.2, 3640
Phoberocyon aurelianensis, Europe, 18, 20, 45.5, 4.5, 3612
Phoberocyon aurelianensis, Europe, 18, 20, 47.3, 0.3, 205
Phoberocyon aurelianensis, Europe, 18, 20, 47.5, 0.3, 201
Phoberocyon aurelianensis, Europe, 18, 20, 47.5, 0, 20
Phoberocyon aurelianensis, Europe, 18, 20, 47.8, 2, 3565
Phoberocyon aurelianensis, Europe, 18, 20, 48, 2.1, 199
Phoberocyon aurelianensis, Europe, 18, 20, 48.1, 2, 203
Phoberocyon aurelianensis, Europe, 18, 20, 47.5, -0.7, 389
Phoberocyon aurelianensis, Europe, 18, 20, 47.5, 1.4, 200
Phoberocyon aurelianensis, Europe, 18, 20, 47.5, 0.1, 204
Phoberocyon aurelianensis, Europe, 18, 20, 47.4, 0.3, 21
Phoberocyon aurelianensis, Europe, 18, 20, 40.9, -1.2, 3641
Phoberocyon aurelianensis, Europe, 18, 20, 47, 7.7, 3642
Phoberocyon aurelianensis, Europe, 20, 22.8, 45.5, 4.5, 3643
Phoberocyon aurelianensis, Europe, 20, 22.8, 40.1, -2.7, 186
Phoberocyon hurzeleri, Europe, 19, 20, 47.3, 0.8, 184
Phoberocyon johnhenryi, NorthAmerica, 15.97, 20.43, 29.7, -82.6, 299
Phoberocyon johnhenryi, NorthAmerica, 16, 18.8, 28.1, -81.6, 300
Phoberocyon teilhardi, Asia, 5.332, 15.97, 43.6, 112.7, 242
Phoberocyon teilhardi, Asia, 9.5, 11.2, 42.4, 112.7, 2484
Phoberocyon teilhardi, Asia, 11.2, 12.5, 43, 112, 244
Phoberocyon teilhardi, Asia, 11.2, 12.5, 43.5, 112.7, 386
Phoberocyon teilhardi, Asia, 11.2, 12.5, 43.6, 112.7, 385
Phoberocyon teilhardi, Asia, 12.5, 15.2, 36.5, 103.4, 245
Phoberocyon teilhardi, Asia, 12.75, 13.65, 35.6, 103.4, 246
Phoberocyon youngi, Asia, 15.2, 17, 32, 116.5, 135
Phoberogale depereti, Europe, 20, 22.8, 46.8, -1.3, 24
Phoberogale gracile, Europe, 20, 22.8, 46.2, 3.5, 312
Phoberogale gracile, Europe, 20, 22.8, 46.8, -1.3, 24
Phoberogale gracile, Europe, 20, 22.8, 47.3, 1.6, 301
Plionarctos edensis, NorthAmerica, 1.9, 4.9, 0, 0, 3644
Plionarctos edensis, NorthAmerica, 1.9, 2.5, 33.4, -112.1, 705
Plionarctos edensis, NorthAmerica, 2.5, 4.9, 33.4, -112.1, 717
Plionarctos edensis, NorthAmerica, 2.5, 4.9, 39.8, -86.1, 743
Plionarctos edensis, NorthAmerica, 4.9, 5.9, 28.2, -81.8, 739
Plionarctos edensis, NorthAmerica, 4.9, 5.9, 33.9, -117, 804
Plionarctos edensis, NorthAmerica, 5.9, 6.8, 42.4, -98.1, 1420
Plionarctos edensis, NorthAmerica, 6.7, 6.7, 33.9, -117, 819
Plionarctos edensis, NorthAmerica, 9.9, 9.9, 40.5, -85.8, 3645
Plionarctos harroldorum, NorthAmerica, 3.3, 3.4, 47, -118.5, 42
Plionarctos harroldorum, NorthAmerica, 4.5, 4.5, 46.3, -119.1, 752
Plithocyon antunesi, Europe, 15.2, 17, 38, -9, 3623
Plithocyon antunesi, Europe, 17, 18, 38, -9, 3646
Plithocyon antunesi, Europe, 17, 18, 38.7, -9.1, 3624
Plithocyon armagnacensis, Europe, 7.246, 15.97, 43.5, 0.7, 125
Plithocyon armagnacensis, Europe, 11.2, 15.2, 44, 0.3, 126
Plithocyon armagnacensis, Europe, 11.2, 12.5, 45.6, 5.2, 4
Plithocyon armagnacensis, Europe, 11.2, 12.5, 41.5, 1.8, 529
Plithocyon armagnacensis, Europe, 11.608, 15.97, 43.5, 0.6, 5
Plithocyon armagnacensis, Europe, 12.5, 15.2, 43.9, -0.5, 7
Plithocyon armagnacensis, Europe, 12.5, 15.2, 40.5, -3.5, 2062
Plithocyon armagnacensis, Europe, 12.5, 15.2, 40.8, -4, 162
Plithocyon armagnacensis, Europe, 12.5, 15.2, 41.2, -1.4, 160
Plithocyon armagnacensis, Europe, 12.5, 15.2, 41.2, -1.7, 3647
Plithocyon armagnacensis, Europe, 15.2, 17, 48.4, 16.3, 3648
Plithocyon armagnacensis, Europe, 15.2, 17, 45.5, 4.5, 3622
Plithocyon armagnacensis, Europe, 15.2, 17, 47.3, 0.8, 14
Plithocyon armagnacensis, Europe, 15.2, 17, 47.4, 0.3, 470
Plithocyon armagnacensis, Europe, 15.2, 17, 47.5, 0.3, 132
Plithocyon armagnacensis, Europe, 15.2, 17, 47.5, 0.2, 12
Plithocyon armagnacensis, Europe, 15.2, 17, 47.5, 0, 13
Plithocyon armagnacensis, Europe, 15.2, 17, 48.7, 10.2, 2066
Plithocyon armagnacensis, Europe, 15.2, 17, 40.2, -3.5, 225
Plithocyon armagnacensis, Europe, 15.97, 16.9, 40.5, -2.7, 233
Plithocyon barstowensis, NorthAmerica, 12.5, 14.8, 35, -117, 434
Plithocyon barstowensis, NorthAmerica, 14, 14, 35, -117.1, 438
Plithocyon bruneti, Europe, 15.2, 17, 47.3, 0.8, 14
Plithocyon bruneti, Europe, 15.2, 17, 47.4, 1.2, 166
Plithocyon bruneti, Europe, 15.97, 20.43, 47.5, 0, 19
Plithocyon bruneti, Europe, 18, 20, 45.5, 4.5, 3612
Plithocyon bruneti, Europe, 18, 20, 47.3, 0.3, 205
Plithocyon bruneti, Europe, 18, 20, 47.4, 0.3, 21
Plithocyon bruneti, Europe, 18, 20, 47.5, 0.3, 201
Plithocyon bruneti, Europe, 18, 20, 47.5, 1.4, 200
Plithocyon bruneti, Europe, 18, 20, 47.5, 0, 20
Plithocyon bruneti, Europe, 18, 20, 47.5, 0.1, 204
Plithocyon bruneti, Europe, 19, 20, 47.3, 0.8, 184
Plithocyon conquense, Europe, 15.2, 17, 40.1, -2.7, 235
Plithocyon conquense, Europe, 17, 18, 40.5, -2.6, 3649
Plithocyon ursinus, NorthAmerica, 13.6, 15.97, 35.5, -106.2, 487
Plithocyon ursinus, NorthAmerica, 16.3, 16.3, 45.2, -112, 3650
Tremarctos floridanus, NorthAmerica, 0, 0.126, 33.5, -88.6, 1022
Tremarctos floridanus, NorthAmerica, 0, 0.126, 33.7, -88.6, 1685
Tremarctos floridanus, NorthAmerica, 0.012, 0.126, 25.7, -80.4, 920
Tremarctos floridanus, NorthAmerica, 0.012, 0.126, 27.2, -81.9, 921
Tremarctos floridanus, NorthAmerica, 0.012, 0.126, 27.8, -82.7, 891
Tremarctos floridanus, NorthAmerica, 0.012, 0.126, 28.1, -80.6, 884
Tremarctos floridanus, NorthAmerica, 0.012, 0.126, 28.7, -81.4, 908
Tremarctos floridanus, NorthAmerica, 0.012, 0.3, 28.8, -82.2, 902
Tremarctos floridanus, NorthAmerica, 0.012, 0.3, 29.1, -82.3, 903
Tremarctos floridanus, NorthAmerica, 0.012, 0.126, 29.4, -82.6, 1900
Tremarctos floridanus, NorthAmerica, 0.012, 0.126, 29.4, -82.5, 922
Tremarctos floridanus, NorthAmerica, 0.012, 0.126, 29.5, -82.9, 3651
Tremarctos floridanus, NorthAmerica, 0.012, 0.126, 29.6, -82.4, 905
Tremarctos floridanus, NorthAmerica, 0.012, 0.126, 29.8, -82.1, 843
Tremarctos floridanus, NorthAmerica, 0.012, 0.126, 30, -82.8, 2772
Tremarctos floridanus, NorthAmerica, 0.012, 0.3, 32.5, -80.3, 913
Tremarctos floridanus, NorthAmerica, 0.012, 0.126, 33.6, -78.9, 3652
Tremarctos floridanus, NorthAmerica, 0.3, 0.3, 34.2, -84.8, 1137
Tremarctos floridanus, NorthAmerica, 0.3, 1.8, 32.9, -117.1, 1037
Tremarctos floridanus, NorthAmerica, 0.4, 0.4, 29.7, -82.6, 940
Tremarctos floridanus, NorthAmerica, 0.4, 0.4, 32.6, -80.3, 941
Tremarctos floridanus, NorthAmerica, 0.8, 0.9, 39.6, -78.7, 856
Tremarctos floridanus, NorthAmerica, 0.85, 2.5, 38.6, -121.5, 961
Tremarctos floridanus, NorthAmerica, 1.8, 4.9, 31.7, -114.5, 964
Tremarctos floridanus, NorthAmerica, 1.9, 2.5, 43.6, -116.2, 703
Tremarctos floridanus, NorthAmerica, 1.9, 2.5, 33.4, -112.1, 705
Tremarctos floridanus, NorthAmerica, 2, 2, 32.9, -117.1, 710
Ursavus brevirhinus, Europe, 8.2, 9, 47.4, 18.5, 53
Ursavus brevirhinus, Europe, 9.491, 9.592, 41.5, 2.1, 46
Ursavus brevirhinus, Europe, 9.5, 10.35, 48.7, 20.6, 51
Ursavus brevirhinus, Europe, 9.7, 11.1, 48.4, 20.6, 52
Ursavus brevirhinus, Europe, 11.1, 13.65, 48.2, 17, 463
Ursavus brevirhinus, Europe, 11.1, 12.75, 47.5, 7.9, 464
Ursavus brevirhinus, Europe, 11.2, 15.2, 48.2, 17, 465
Ursavus brevirhinus, Europe, 11.2, 12.5, 47.5, 7.9, 466
Ursavus brevirhinus, Europe, 12.5, 18, 48.3, 14.4, 3653
Ursavus brevirhinus, Europe, 12.5, 15.2, 48.2, 17, 8
Ursavus brevirhinus, Europe, 12.75, 13.65, 48.2, 17, 9
Ursavus brevirhinus, Europe, 13.65, 15.97, 47.5, 0, 128
Ursavus brevirhinus, Europe, 15.2, 17, 47.4, 15.1, 498
Ursavus brevirhinus, Europe, 15.2, 17, 47.5, 15.3, 10
Ursavus brevirhinus, Europe, 15.2, 17, 47.4, 1.2, 166
Ursavus brevirhinus, Europe, 15.2, 17, 47.5, 0.1, 11
Ursavus brevirhinus, Europe, 15.2, 17, 47.5, 0, 13
Ursavus brevirhinus, Europe, 15.2, 17, 48.1, 2.1, 129
Ursavus brevirhinus, Europe, 15.97, 16.9, 48.1, 1.9, 169
Ursavus brevirhinus, Europe, 15.97, 16.9, 48.1, 1.8, 133
Ursavus brevirhinus, Europe, 17, 18, 48.1, 1.9, 173
Ursavus ehrenbergi, Europe, 2.588, 5.332, 38.6, 23.8, 3654
Ursavus intermedius, Asia, 13.65, 15.97, 40, 28.3, 218
Ursavus intermedius, Europe, 16.318, 16.583, 48, 9.1, 3628
Ursavus isorei, Europe, 18, 20, 50.3, 13.7, 183
Ursavus isorei, Europe, 18, 20, 50.5, 13.4, 182
Ursavus isorei, Europe, 18, 20, 47.5, 0.3, 201
Ursavus isorei, Europe, 18, 20, 47.5, 0, 20
Ursavus isorei, Europe, 18, 20, 47.5, 0.1, 204
Ursavus isorei, Europe, 18, 20, 47.6, 0, 306
Ursavus pawniensis, NorthAmerica, 12.5, 14.8, 54.5, -105.7, 1411
Ursavus pawniensis, NorthAmerica, 12.5, 14.8, 41.6, -96.8, 3655
Ursavus pawniensis, NorthAmerica, 12.5, 16, 43.4, -117.1, 3656
Ursavus pawniensis, NorthAmerica, 12.5, 14.8, 39.2, -119.8, 3657
Ursavus pawniensis, NorthAmerica, 12.5, 14.8, 40.1, -117.6, 3658
Ursavus pawniensis, NorthAmerica, 12.5, 14.8, 40.6, -103.4, 1277
Ursavus pawniensis, NorthAmerica, 12.5, 14.8, 41.6, -114.8, 3659
Ursavus pawniensis, NorthAmerica, 12.5, 14.8, 38.6, -118, 3660
Ursavus pawniensis, NorthAmerica, 13.1, 13.1, 40.8, -104.2, 3661
Ursavus pawniensis, NorthAmerica, 13.1, 17.2, 41, -115.5, 3662
Ursavus pawniensis, NorthAmerica, 13.6, 15.97, 49.2, -106.2, 1412
Ursavus pawniensis, NorthAmerica, 13.6, 15.97, 40.2, -98.5, 605
Ursavus pawniensis, NorthAmerica, 13.6, 15.97, 43.6, -117.5, 3663
Ursavus pawniensis, NorthAmerica, 13.6, 15.97, 38.2, -117.9, 1170
Ursavus pawniensis, NorthAmerica, 14.8, 16, 43.5, -117.8, 194
Ursavus pawniensis, NorthAmerica, 15.5, 15.6, 43.6, -117.5, 141
Ursavus pawniensis, NorthAmerica, 16, 17.5, 41.7, -119.7, 1623
Ursavus pawniensis, NorthAmerica, 17.2, 17.2, 41.1, -117.8, 1548
Ursavus pawniensis, NorthAmerica, 17.5, 18.8, 43.1, -101.9, 2837
Ursavus pawniensis, NorthAmerica, 17.9, 18, 41.7, -119.7, 1625
Ursavus pawniensis, NorthAmerica, 20.4, 20.4, 43.1, -101.9, 2838
Ursavus pawniensis, NorthAmerica, 20.43, 30.8, 44.2, -120.5, 504
Ursavus primaevus, Europe, 7.246, 13.65, 47.2, -0.3, 206
Ursavus primaevus, Europe, 8.2, 9, 49.8, 8.3, 1931
Ursavus primaevus, Europe, 9.491, 9.592, 41.5, 2.1, 46
Ursavus primaevus, Europe, 9.5, 11.2, 47.2, -0.3, 207
Ursavus primaevus, Europe, 9.5, 10.35, 48.7, 20.6, 51
Ursavus primaevus, Europe, 9.5, 11.2, 41.5, 2.1, 208
Ursavus primaevus, Europe, 9.7, 11.1, 48.4, 20.6, 52
Ursavus primaevus, Europe, 11.2, 12.5, 45.6, 5.2, 4
Ursavus primaevus, Europe, 11.2, 12.5, 41.1, -1.4, 531
Ursavus primaevus, Asia, 12.5, 15.2, 37.4, 30.1, 213
Ursavus primaevus, Asia, 13.65, 15.97, 40, 28.3, 218
Ursavus sylvestris, Asia, 7.1, 8.2, 25.3, 102.4, 1818
Ursus americanus, NorthAmerica, 0, 0.126, 33.1, -88.3, 3664
Ursus americanus, NorthAmerica, 0, 0.126, 33.5, -88.6, 1022
Ursus americanus, NorthAmerica, 0, 0.126, 38, -79.8, 1718
Ursus americanus, NorthAmerica, 0, 2.588, 38.3, -77.3, 3665
Ursus americanus, NorthAmerica, 0, 0.012, 38.5, -78.7, 3666
Ursus americanus, NorthAmerica, 0, 0.012, 38.6, -78.4, 1086
Ursus americanus, NorthAmerica, 0, 0.012, 41.7, -70.3, 1717
Ursus americanus, NorthAmerica, 0, 0.012, 43.8, -70.3, 2771
Ursus americanus, NorthAmerica, 0, 0.012, 65.3, -151, 3667
Ursus americanus, NorthAmerica, 0.00347, 0.00351, 65.3, -151, 3668
Ursus americanus, NorthAmerica, 0.00351, 0.006335, 65.3, -151, 3669
Ursus americanus, NorthAmerica, 0.006335, 0.006335, 65.3, -151, 3670
Ursus americanus, NorthAmerica, 0.012, 0.126, 25.7, -80.4, 920
Ursus americanus, NorthAmerica, 0.012, 0.126, 27.6, -80.4, 889
Ursus americanus, NorthAmerica, 0.012, 0.126, 28.1, -80.6, 884
Ursus americanus, NorthAmerica, 0.012, 0.126, 28.7, -81.4, 908
Ursus americanus, NorthAmerica, 0.012, 0.3, 29.1, -82.3, 903
Ursus americanus, NorthAmerica, 0.012, 0.126, 29.4, -82.6, 1900
Ursus americanus, NorthAmerica, 0.012, 0.126, 29.5, -82.9, 3651
Ursus americanus, NorthAmerica, 0.012, 0.126, 29.8, -82.1, 843
Ursus americanus, NorthAmerica, 0.012, 2.588, 31.6, -91.4, 1997
Ursus americanus, NorthAmerica, 0.012, 0.126, 31.6, -108.4, 1689
Ursus americanus, NorthAmerica, 0.012, 2.588, 32, -91.6, 3671
Ursus americanus, NorthAmerica, 0.012, 0.126, 32.7, -96.7, 886
Ursus americanus, NorthAmerica, 0.012, 0.126, 33.9, -118, 897
Ursus americanus, NorthAmerica, 0.012, 0.126, 34.7, -87.8, 2792
Ursus americanus, NorthAmerica, 0.012, 0.126, 34.9, -106.9, 1030
Ursus americanus, NorthAmerica, 0.012, 2.588, 35.5, -84.4, 1902
Ursus americanus, NorthAmerica, 0.012, 0.126, 36.9, -81.1, 3672
Ursus americanus, NorthAmerica, 0.012, 0.126, 38.1, -79.7, 900
Ursus americanus, NorthAmerica, 0.012, 0.126, 38.4, -79.1, 1117
Ursus americanus, NorthAmerica, 0.012, 0.126, 38.5, -107.2, 1029
Ursus americanus, NorthAmerica, 0.012, 2.588, 38.7, -79.3, 1904
Ursus americanus, NorthAmerica, 0.012, 0.126, 38.9, -78.5, 1032
Ursus americanus, NorthAmerica, 0.012, 0.126, 38.9, -90.2, 3673
Ursus americanus, NorthAmerica, 0.012, 0.126, 39, -86.5, 892
Ursus americanus, NorthAmerica, 0.012, 0.126, 39.4, -114.6, 3600
Ursus americanus, NorthAmerica, 0.012, 0.126, 40.9, -122.2, 1686
Ursus americanus, NorthAmerica, 0.012, 0.126, 42.6, -83.4, 3674
Ursus americanus, NorthAmerica, 0.01207, 0.01207, 50.4, -127, 3675
Ursus americanus, NorthAmerica, 0.02516, 0.03359, 32.4, -104.4, 927
Ursus americanus, NorthAmerica, 0.0294, 0.0294, 38.6, -79.4, 929
Ursus americanus, NorthAmerica, 0.3, 0.3, 34.2, -84.8, 1137
Ursus americanus, NorthAmerica, 0.3, 0.3, 36.3, -83.1, 932
Ursus americanus, NorthAmerica, 0.4, 0.4, 29.7, -82.6, 940
Ursus americanus, NorthAmerica, 0.4, 0.4, 36, -93.2, 851
Ursus americanus, NorthAmerica, 0.4, 0.9, 36.1, -84.1, 2536
Ursus americanus, NorthAmerica, 0.4, 0.4, 38.7, -79.3, 1909
Ursus americanus, NorthAmerica, 0.4, 0.4, 39.8, -77.2, 1690
Ursus americanus, NorthAmerica, 0.4, 0.4, 40.2, -75.3, 852
Ursus americanus, NorthAmerica, 0.4, 0.4, 42, -96, 1043
Ursus americanus, NorthAmerica, 0.8, 0.9, 39.6, -78.7, 856
Ursus americanus, NorthAmerica, 1.9, 2.5, 35, -101.9, 708
Ursus americanus, NorthAmerica, 2, 2, 32.9, -117.1, 710
Ursus americanus, NorthAmerica, 2.5, 4.9, 80.2, -79.1, 2697
Ursus americanus, NorthAmerica, 2.5, 4.9, 39, -119.5, 3676
Ursus americanus, NorthAmerica, 2.5, 4.9, 43.6, -116.2, 744
Ursus americanus, NorthAmerica, 2.5, 4.9, 47, -122.9, 41
Ursus americanus, NorthAmerica, 3.9, 3.9, 42.8, -114.9, 1013
Ursus americanus, NorthAmerica, 4.4, 4.5, 38.8, -119.5, 3677
Ursus americanus, NorthAmerica, 4.5, 4.5, 78.6, -82.4, 1417
Ursus angustidens, Asia, 0, 0.7, 24.2, 109.4, 1074
Ursus angustidens, Asia, 0, 0.7, 39.7, 115.9, 974
Ursus angustidens, Asia, 0.01, 1.95, 19.8, 102.6, 1210
Ursus angustidens, Asia, 0.6, 1.3, 25.2, 102.5, 1
Ursus angustidens, Asia, 0.6, 1.3, 19.8, 103.2, 2025
Ursus angustidens, Asia, 1.2, 1.8, 39.7, 115.9, 986
Ursus arctos, Asia, 0, 0.7, 44.7, 123.7, 1073
Ursus arctos, NorthAmerica, 0, 2.588, 31.9, -104.9, 1684
Ursus arctos, NorthAmerica, 0, 0.012, 46.7, -113.1, 1023
Ursus arctos, Europe, 0.001, 0.001, 66, -169.9, 1090
Ursus arctos, Europe, 0.001, 0.001, 66, -170, 1091
Ursus arctos, NorthAmerica, 0.004, 0.004, 75.6, -80.6, 3532
Ursus arctos, Africa, 0.01, 1.95, 33.6, -7.6, 839
Ursus arctos, Asia, 0.01, 1.95, 39.6, 47, 875
Ursus arctos, Asia, 0.01, 1.95, 40.5, 49.8, 1094
Ursus arctos, Europe, 0.01, 1.95, 42.3, 44.1, 1097
Ursus arctos, Europe, 0.01, 1.95, 40.7, 23, 861
Ursus arctos, Europe, 0.01, 1.95, 43.5, 11.6, 1101
Ursus arctos, Europe, 0.01, 1.95, 51.5, 0.2, 2447
Ursus arctos, Asia, 0.012, 0.126, 41.4, 141.4, 1108
Ursus arctos, Asia, 0.012, 0.126, 23, 120, 1593
Ursus arctos, Europe, 0.012, 0.126, 52, 4.1, 1109
Ursus arctos, Europe, 0.012, 0.126, 51, 84.8, 1111
Ursus arctos, Europe, 0.012, 0.126, 68.8, 160, 1110
Ursus arctos, Europe, 0.012, 0.126, 36.1, -5.3, 1112
Ursus arctos, Europe, 0.012, 0.126, 54.3, -1, 1113
Ursus arctos, Europe, 0.012, 0.126, 50.1, -3.7, 2450
Ursus arctos, Europe, 0.012, 0.126, 50.1, -2.2, 2004
Ursus arctos, NorthAmerica, 0.012, 0.126, 44.5, -79.5, 3678
Ursus arctos, NorthAmerica, 0.012, 0.126, 39.5, -84.3, 3679
Ursus arctos, NorthAmerica, 0.012, 0.126, 39.4, -114.6, 3600
Ursus arctos, NorthAmerica, 0.012, 0.126, 37.9, -84.8, 911
Ursus arctos, NorthAmerica, 0.012, 0.126, 42.8, -105.7, 1118
Ursus arctos, Africa, 0.126, 0.8, 33.6, -7.6, 840
Ursus arctos, Europe, 0.126, 0.781, 48.1, 20.5, 1302
Ursus arctos, Europe, 0.126, 0.781, 52.9, 1.4, 1914
Ursus arctos, Europe, 0.242, 0.301, 49.3, 8.6, 3680
Ursus arctos, Europe, 0.3, 1.95, 41.3, 13, 866
Ursus arctos, Europe, 0.427, 0.568, 47.4, 6.4, 1138
Ursus arctos, Europe, 0.781, 2.588, 51, 11.3, 1732
Ursus arctos, Europe, 0.781, 2.588, 51, 11.4, 1897
Ursus arctos, Asia, 1.2, 1.8, 39.7, 115.9, 986
Ursus boeckhi, Europe, 3.4, 4.2, 46, 25.6, 36
Ursus boeckhi, Europe, 4.2, 5.3, 38.7, -0.5, 3572
Ursus etruscus, Asia, 0.01, 1.95, 32.7, 35.6, 1095
Ursus etruscus, Europe, 0.012, 2.588, 42.4, 11.3, 1736
Ursus etruscus, Europe, 0.3, 1.95, 40.8, 23.3, 862
Ursus etruscus, Europe, 0.3, 3.4, 38.3, 21.8, 1699
Ursus etruscus, Europe, 0.3, 3.4, 38.3, 21.1, 1700
Ursus etruscus, Europe, 0.3, 1.95, 43.3, 12, 865
Ursus etruscus, Europe, 0.3, 1.95, 44, 12, 870
Ursus etruscus, Europe, 0.3, 1.95, 37.7, -2.4, 1134
Ursus etruscus, Asia, 0.6, 1.3, 34.2, 109.5, 978
Ursus etruscus, Europe, 0.781, 2.588, 41.3, 44.2, 979
Ursus etruscus, Asia, 1.2, 1.8, 34.1, 110.1, 1596
Ursus etruscus, Asia, 1.4, 1.95, 38.5, 69.2, 3681
Ursus etruscus, Europe, 1.4, 2.131, 40.8, 44.8, 987
Ursus etruscus, Europe, 1.806, 2.588, 45.1, 3.5, 1575
Ursus etruscus, Europe, 1.806, 2.588, 40.2, -0.9, 1576
Ursus etruscus, Africa, 1.81, 2.2, 33.6, -7.6, 876
Ursus etruscus, Asia, 1.95, 2.6, 40.2, 114.2, 1305
Ursus etruscus, Asia, 1.95, 2.6, 39.7, 115.9, 991
Ursus etruscus, Asia, 1.95, 3.4, 38.7, 69.5, 1772
Ursus etruscus, Europe, 1.95, 2.6, 45.1, 3.3, 1577
Ursus etruscus, Europe, 1.95, 2.6, 43.1, 0.4, 993
Ursus etruscus, Europe, 1.95, 2.6, 45.3, 3.1, 1579
Ursus etruscus, Europe, 1.95, 2.6, 45.2, 4.8, 1580
Ursus etruscus, Europe, 1.95, 2.6, 43.5, 6.2, 1306
Ursus etruscus, Europe, 1.95, 2.6, 40.1, 21.3, 1581
Ursus etruscus, Europe, 1.95, 2.6, 39.1, 22.4, 1582
Ursus etruscus, Europe, 1.95, 3.4, 44.2, 10.2, 996
Ursus etruscus, Europe, 1.95, 2.675, 51.4, 6.2, 2001
Ursus etruscus, Europe, 1.95, 2.6, 40.2, -0.2, 1000
Ursus etruscus, Europe, 1.95, 2.6, 40.2, -0.9, 1586
Ursus etruscus, Asia, 2.433, 2.917, 38.4, 69.7, 1002
Ursus etruscus, Europe, 2.6, 3.56, 45.1, 3.3, 1004
Ursus etruscus, Europe, 2.6, 3.4, 45.5, 3.2, 1005
Ursus etruscus, Europe, 2.6, 3.4, 45.1, 2.5, 1006
Ursus etruscus, Europe, 2.6, 3.4, 46.6, 18.2, 1704
Ursus etruscus, Europe, 2.6, 3.4, 38.9, -1.6, 1590
Ursus etruscus, Europe, 2.6, 3.4, 42.1, -2, 1565
Ursus etruscus, Europe, 2.675, 3.4, 40.3, 23.3, 3682
Ursus footei, Asia, 0.01, 1.95, 15.8, 78.1, 1844
Ursus maritimus, Europe, 0, 0.012, 58.9, 5.7, 3683
Ursus maritimus, Europe, 0, 0.012, 76.2, 152.5, 3684
Ursus maritimus, NorthAmerica, 0, 0.012, 69.6, -139.2, 3342
Ursus maritimus, NorthAmerica, 0, 0.012, 80.1, -70.4, 3685
Ursus maritimus, NorthAmerica, 0, 0.012, 81, -67.7, 2979
Ursus maritimus, NorthAmerica, 0, 0.012, 65.7, -31.8, 3686
Ursus maritimus, NorthAmerica, 0, 0.012, 80.1, -64.9, 3687
Ursus maritimus, NorthAmerica, 0, 0.012, 80.1, -65.1, 3688
Ursus maritimus, NorthAmerica, 0, 0.012, 81.6, -14.8, 1083
Ursus maritimus, NorthAmerica, 0, 0.012, 81.9, -33.5, 3344
Ursus maritimus, NorthAmerica, 0, 0.012, 82.1, -29.9, 1084
Ursus maritimus, NorthAmerica, 0, 0.012, 53.7, -166.8, 2719
Ursus maritimus, NorthAmerica, 0, 0.012, 63.3, -170.4, 2994
Ursus maritimus, NorthAmerica, 0, 0.012, 63.3, -170.5, 2995
Ursus maritimus, NorthAmerica, 0, 0.012, 63.7, -170.4, 1087
Ursus maritimus, NorthAmerica, 0.0002, 0.0002, 65.1, -83.9, 2996
Ursus maritimus, NorthAmerica, 0.0004, 0.0004, 70.8, -158.6, 2997
Ursus maritimus, NorthAmerica, 0.0008, 0.0008, 70.8, -158.6, 2998
Ursus maritimus, NorthAmerica, 0.0009, 0.0009, 76.1, -97.6, 2999
Ursus maritimus, Europe, 0.001, 0.001, 66, -169.9, 1090
Ursus maritimus, NorthAmerica, 0.001, 0.001, 75.7, -80.6, 3000
Ursus maritimus, NorthAmerica, 0.0013, 0.0013, 70.8, -158.6, 3003
Ursus maritimus, NorthAmerica, 0.0014, 0.0014, 65.1, -83.9, 3004
Ursus maritimus, NorthAmerica, 0.0017, 0.0017, 63.3, -170.3, 3006
Ursus maritimus, NorthAmerica, 0.0025, 0.0025, 75.7, -80.6, 3347
Ursus maritimus, NorthAmerica, 0.004, 0.004, 75.6, -80.3, 3349
Ursus maritimus, NorthAmerica, 0.004, 0.004, 83.2, -44, 3010
Ursus maritimus, NorthAmerica, 0.004, 0.004, 83.2, -44.1, 3533
Ursus maritimus, NorthAmerica, 0.0044, 0.0044, 55.2, -161.2, 2722
Ursus maritimus, NorthAmerica, 0.0057, 0.0057, 57.2, -170.3, 3689
Ursus maritimus, Europe, 0.009, 0.009, 74.9, 149.1, 1092
Ursus maritimus, Europe, 0.0111, 0.0111, 57.6, 10.1, 3690
Ursus maritimus, Europe, 0.012, 0.126, 57.6, 10, 3691
Ursus maritimus, Europe, 0.012, 0.126, 53.6, 10, 3015
Ursus maritimus, Europe, 0.012, 0.126, 59.2, 5.9, 3692
Ursus maritimus, Europe, 0.012, 0.126, 77.6, 23.7, 3482
Ursus maritimus, Europe, 0.012, 0.126, 66.7, 52.9, 3693
Ursus maritimus, Europe, 0.012, 0.126, 55.4, 13.8, 3694
