Taxon, Area, MinAge, MaxAge, Latitude, Longitude, Locality
Brachyrhynchocyon montanus, NorthAmerica, 35.8, 35.9, 45.9, -112.3, 291
Crassidia intermedia, Europe, 20, 22.8, 48.9, 11.9, 297
Crassidia intermedia, Europe, 20, 22.8, 48.4, 9.9, 298
Cynelos caroniavorus, NorthAmerica, 15.97, 20.43, 29.7, -82.6, 299
Cynelos caroniavorus, NorthAmerica, 16, 18.8, 28.1, -81.6, 300
Cynelos crassidens, Europe, 20, 22.8, 46.8, -1.3, 24
Cynelos crassidens, Europe, 20, 22.8, 47.3, 1.6, 301
Cynelos crassidens, Europe, 23.8, 34, 43.9, 1.3, 302
Cynelos helbingi, Europe, 13.65, 15.97, 47.5, 0.3, 303
Cynelos helbingi, Europe, 13.65, 15.97, 47.5, 0, 128
Cynelos helbingi, Europe, 15.2, 17, 48.1, 2.1, 129
Cynelos helbingi, Europe, 15.97, 20.43, 47.5, 0, 19
Cynelos helbingi, Europe, 15.97, 16.9, 48.4, 9.9, 228
Cynelos helbingi, Europe, 17, 18, 48.4, 9.9, 234
Cynelos helbingi, Europe, 17, 18, 49, 11.2, 304
Cynelos helbingi, Europe, 17, 18, 39.4, -0.8, 236
Cynelos helbingi, Europe, 17, 18, 41.4, 1.8, 305
Cynelos helbingi, Europe, 18, 20, 50.5, 13.4, 182
Cynelos helbingi, Europe, 18, 20, 50.3, 13.7, 183
Cynelos helbingi, Europe, 18, 20, 47.5, 0, 20
Cynelos helbingi, Europe, 18, 20, 47.6, 0, 306
Cynelos helbingi, Europe, 18, 20, 47.4, 0.3, 21
Cynelos helbingi, Europe, 18, 20, 47.5, 0.3, 201
Cynelos helbingi, Europe, 18, 20, 46.6, 1.1, 202
Cynelos helbingi, Europe, 18, 20, 47.5, 0.2, 307
Cynelos helbingi, Europe, 18, 20, 47.5, 0.1, 204
Cynelos helbingi, Europe, 18, 20, 48.1, 2, 203
Cynelos helbingi, Europe, 18, 20, 44.8, -0.6, 308
Cynelos helbingi, Europe, 18, 20, 47.3, 0.3, 205
Cynelos helbingi, Europe, 18, 20, 47.4, 0.2, 309
Cynelos helbingi, Europe, 18, 20, 48.9, 11.2, 30
Cynelos idoneus, NorthAmerica, 13.65, 15.97, 37.7, -77.1, 310
Cynelos idoneus, NorthAmerica, 16, 17.5, 42.2, -103.7, 143
Cynelos idoneus, NorthAmerica, 16, 17.5, 42.2, -103.8, 144
Cynelos idoneus, NorthAmerica, 17.6, 17.6, 42.4, -103.8, 145
Cynelos lemanensis, Europe, 19, 20, 47.3, 0.8, 184
Cynelos lemanensis, Europe, 20, 22.8, 44.3, 0.6, 18
Cynelos lemanensis, Europe, 20, 22.8, 45.9, 3, 311
Cynelos lemanensis, Europe, 20, 22.8, 46.8, -1.3, 24
Cynelos lemanensis, Europe, 20, 22.8, 46.2, 3.5, 312
Cynelos lemanensis, Europe, 20, 22.8, 47.3, 1.6, 301
Cynelos lemanensis, Europe, 20, 22.8, 49.8, 10.6, 313
Cynelos lemanensis, Europe, 20, 22.8, 46.5, 6.7, 314
Cynelos malasi, NorthAmerica, 20.43, 30.8, 33.8, -117.7, 315
Cynelos rugosidens, Europe, 18, 20, 50.5, 13.7, 316
Cynelos rugosidens, Europe, 19, 20, 47.3, 0.8, 184
Cynelos rugosidens, Europe, 20, 22.8, 44.3, 0.6, 18
Cynelos rugosidens, Europe, 20, 22.8, 46.8, -1.3, 24
Cynelos rugosidens, Europe, 20, 22.8, 48.4, 10, 317
Cynelos schlosseri, Europe, 13.65, 15.97, 47.5, 0.3, 303
Cynelos schlosseri, Europe, 15.97, 16.9, 44, 0.4, 168
Cynelos schlosseri, Europe, 15.97, 16.9, 48.1, 1.9, 169
Cynelos schlosseri, Europe, 17, 18, 48.1, 1.9, 173
Cynelos schlosseri, Europe, 17, 18, 44, 0.5, 174
Cynelos schlosseri, Europe, 18, 20, 50.5, 13.4, 182
Cynelos schlosseri, Europe, 18, 20, 50.3, 13.7, 183
Cynelos schlosseri, Europe, 18, 20, 47.5, 0, 20
Cynelos schlosseri, Europe, 18, 20, 47.5, 0.3, 201
Cynelos schlosseri, Europe, 18, 20, 47.5, 0.1, 204
Cynelos schlosseri, Europe, 18, 20, 47.6, 0, 306
Cynelos schlosseri, Europe, 18, 20, 47.4, 0.3, 21
Cynelos schlosseri, Europe, 18, 20, 47.3, 0.3, 205
Cynelos schlosseri, Europe, 18, 20, 48.9, 11.2, 30
Cynelos schlosseri, Europe, 20, 22.8, 51.1, 7.7, 25
Cynelos sinapius, NorthAmerica, 12.5, 14.8, 39.7, -105, 318
Cynelos sinapius, NorthAmerica, 13.6, 15.97, 34.8, -117, 188
Cynelos sinapius, NorthAmerica, 14.4, 14.5, 42.8, -100.8, 319
Cynelos sinapius, NorthAmerica, 14.8, 16, 42.2, -103.7, 190
Cynelos sinapius, NorthAmerica, 14.8, 16, 40.9, -103.9, 320
Cynelos sinapius, NorthAmerica, 14.8, 16, 36, -106, 195
Cynelos sinapius, NorthAmerica, 15.2, 15.2, 35.5, -106.2, 197
Cynelos sinapius, NorthAmerica, 15.5, 15.6, 43.6, -117.5, 141
Cynelos sinapius, NorthAmerica, 15.97, 20.43, 42.4, -103.8, 198
Cynodictis lacustris, Europe, 28.4, 33.9, 44.3, 1.6, 73
Cynodictis lacustris, Europe, 28.4, 33.9, 49.6, 11.7, 321
Cynodictis lacustris, Europe, 28.4, 33.9, 41.9, 1.2, 322
Cynodictis lacustris, Europe, 33.9, 37.2, 44.4, 1.7, 323
Cynodictis lacustris, Europe, 33.9, 37.2, 43.9, 5.4, 324
Cynodictis lacustris, Europe, 33.9, 37.2, 50.7, -1.6, 325
Cynodictis lacustris, Europe, 34, 55, 45.9, 4.7, 326
Cynodictis lacustris, Asia, 37.2, 48.6, 34, 111, 327
Daphoenictis tedfordi, NorthAmerica, 33.7, 34.7, 41.1, -100.8, 279
Daphoenictis tedfordi, NorthAmerica, 33.9, 37.2, 49.6, -109.9, 328
Daphoenictis tedfordi, NorthAmerica, 33.9, 37.2, 43.2, -107.1, 105
Daphoenictis tedfordi, NorthAmerica, 33.9, 37.2, 43.9, -110.8, 329
Daphoenictis tedfordi, NorthAmerica, 34.7, 36.5, 43, -106.8, 281
Daphoenictis tedfordi, NorthAmerica, 34.7, 35.7, 43, -106.8, 282
Daphoenictis tedfordi, NorthAmerica, 34.7, 35.7, 41.1, -104.8, 330
Daphoenictis tedfordi, NorthAmerica, 34.7, 35.7, 41.1, -100.8, 95
Daphoenictis tedfordi, NorthAmerica, 34.7, 35.7, 46.6, -112, 102
Daphoenictis tedfordi, NorthAmerica, 35.3, 35.4, 42.8, -103.1, 286
Daphoenictis tedfordi, NorthAmerica, 35.3, 36.9, 42.4, -103.8, 331
Daphoenictis tedfordi, NorthAmerica, 35.6, 35.7, 43.2, -107.1, 332
Daphoenictis tedfordi, NorthAmerica, 35.7, 36.5, 46.6, -112, 333
Daphoenictis tedfordi, NorthAmerica, 35.7, 35.7, 43.2, -107.1, 334
Daphoenictis tedfordi, NorthAmerica, 36.5, 37, 54.5, -105.7, 292
Daphoenictis tedfordi, NorthAmerica, 36.9, 36.9, 49.6, -109.9, 107
Daphoenictis tedfordi, NorthAmerica, 36.9, 37.2, 42.4, -103.8, 335
Daphoenictis tedfordi, NorthAmerica, 36.9, 37, 45.5, -112.6, 336
Daphoenictis tedfordi, NorthAmerica, 37, 40, 29.6, -104.4, 248
Daphoenictis tedfordi, NorthAmerica, 37.2, 37.2, 29.9, -104.2, 249
Daphoenodon falkenbachi, NorthAmerica, 18.8, 19.5, 41.7, -104.7, 112
Daphoenodon falkenbachi, NorthAmerica, 20.43, 24.8, 42.4, -103.8, 272
Daphoenodon falkenbachi, NorthAmerica, 20.7, 20.7, 42.1, -105, 337
Daphoenodon falkenbachi, NorthAmerica, 20.8, 20.8, 42, -104.2, 113
Daphoenodon notionastes, NorthAmerica, 19.5, 23, 31.2, -93.6, 338
Daphoenodon notionastes, NorthAmerica, 19.5, 28.1, 29.6, -83, 339
Daphoenodon notionastes, NorthAmerica, 19.5, 23, 28.6, -82.4, 340
Daphoenodon notionastes, NorthAmerica, 21.9, 22.9, 29.8, -82.1, 341
Daphoenodon notionastes, NorthAmerica, 21.9, 23.1, 28.5, -82.2, 342
Daphoenodon notionastes, NorthAmerica, 21.9, 21.9, 31, -93.4, 343
Daphoenodon notionastes, NorthAmerica, 23, 23.1, 29.8, -82.1, 344
Daphoenodon skinneri, NorthAmerica, 18.8, 19.5, 41.7, -104.7, 112
Daphoenodon skinneri, NorthAmerica, 20.9, 20.9, 42.6, -104.4, 345
Daphoenodon superbus, NorthAmerica, 18.8, 19.5, 42.4, -103.7, 346
Daphoenodon superbus, NorthAmerica, 18.8, 19.5, 41.7, -104.7, 112
Daphoenodon superbus, NorthAmerica, 20.8, 20.9, 42.4, -103.9, 347
Daphoenodon superbus, NorthAmerica, 20.8, 20.9, 42.4, -103.8, 348
Daphoenodon superbus, NorthAmerica, 22.5, 22.5, 43, -104.5, 349
Daphoenus hartshornianus, NorthAmerica, 28.1, 31.4, 41.6, -103.2, 350
Daphoenus hartshornianus, NorthAmerica, 30, 32, 44.5, -100, 351
Daphoenus hartshornianus, NorthAmerica, 30, 32, 40.8, -96.7, 352
Daphoenus hartshornianus, NorthAmerica, 33.3, 33.9, 43.3, -102.5, 84
Daphoenus hartshornianus, NorthAmerica, 33.3, 33.9, 42.8, -103.1, 353
Daphoenus hartshornianus, NorthAmerica, 33.4, 33.4, 43.9, -102.4, 354
Daphoenus hartshornianus, NorthAmerica, 33.4, 33.4, 42.4, -103.8, 355
Daphoenus lambei, NorthAmerica, 33.9, 37.2, 43.2, -107.1, 105
Daphoenus lambei, NorthAmerica, 37.2, 40.4, 50, -107.9, 356
Daphoenus lambei, NorthAmerica, 37.2, 40.4, 43.2, -107.1, 357
Daphoenus lambei, NorthAmerica, 38.3, 38.4, 29.9, -104.2, 358
Daphoenus socialis, NorthAmerica, 15.97, 20.43, 44.9, -120.2, 359
Daphoenus socialis, NorthAmerica, 19.5, 23, 44.9, -123, 360
Daphoenus transversus, NorthAmerica, 28.1, 30, 44.7, -119.7, 361
Daphoenus vetus, NorthAmerica, 30, 32, 44.5, -100, 351
Daphoenus vetus, NorthAmerica, 32, 33.7, 42.7, -105.2, 362
Daphoenus vetus, NorthAmerica, 32, 33.7, 43, -104.5, 92
Daphoenus vetus, NorthAmerica, 32, 33.7, 40.6, -103.4, 363
Daphoenus vetus, NorthAmerica, 32, 33.7, 45.6, -103.6, 83
Daphoenus vetus, NorthAmerica, 32, 33.7, 40.8, -96.7, 93
Daphoenus vetus, NorthAmerica, 33.3, 33.9, 42.4, -103.8, 364
Daphoenus vetus, NorthAmerica, 33.3, 33.3, 40.8, -103.1, 80
Daphoenus vetus, NorthAmerica, 33.3, 33.5, 40.8, -104.2, 365
Daphoenus vetus, NorthAmerica, 33.4, 33.4, 43.9, -102.4, 354
Daphoenus vetus, NorthAmerica, 33.4, 33.4, 42.4, -103.8, 355
Daphoenus vetus, NorthAmerica, 33.5, 33.5, 43.3, -102.5, 366
Daphoenus vetus, NorthAmerica, 33.7, 34.7, 43, -104.5, 277
Daphoenus vetus, NorthAmerica, 33.7, 34.7, 43.5, -103, 85
Daphoenus vetus, NorthAmerica, 33.7, 34.7, 41.1, -100.8, 279
Daphoenus vetus, NorthAmerica, 34.7, 35.7, 43.5, -103, 283
Daphoenus vetus, NorthAmerica, 34.7, 35.7, 41.1, -100.8, 95
Daphoenus vetus, NorthAmerica, 35.7, 36.5, 43, -106.8, 367
Delete Delete, Europe, 5.332, 11.608, 47.9, 33.4, 368
Delete Delete, NorthAmerica, 12.1, 12.5, 35.4, -117.9, 369
Delete Delete, NorthAmerica, 14.8, 16, 40.9, -103.9, 320
Delete Delete, Asia, 15.2, 17, 31, 112.5, 370
Delete Delete, NorthAmerica, 15.97, 20.43, 29.7, -82.6, 299
Delete Delete, NorthAmerica, 17, 17.1, 30.5, -95, 371
Delete Delete, NorthAmerica, 17, 17.3, 30.1, -96.1, 372
Delete Delete, Europe, 17.633, 23.8, 47.9, 28.5, 373
Delete Delete, NorthAmerica, 18, 21.7, 46.5, -111, 374
Delete Delete, NorthAmerica, 18.6, 18.7, 30.3, -95.7, 375
Delete Delete, NorthAmerica, 18.8, 18.9, 30.5, -84.5, 376
Delete Delete, NorthAmerica, 18.8, 18.9, 30.5, -95, 377
Delete Delete, NorthAmerica, 19.3, 19.4, 39.2, -75.6, 378
Delete Delete, NorthAmerica, 23.6, 29.8, 41.8, -103.8, 379
Delete Delete, NorthAmerica, 24.8, 29.8, 35.3, -118.5, 380
Delete Delete, NorthAmerica, 33.3, 33.9, 42.4, -103.8, 364
Delete Delete, NorthAmerica, 37, 40, 54.5, -105.7, 381
Delotrochanter major, NorthAmerica, 20.8, 21.1, 43, -104.5, 382
Delotrochanter oryktes, NorthAmerica, 20.8, 20.9, 42.4, -103.9, 347
Delotrochanter oryktes, NorthAmerica, 22.4, 22.4, 42.4, -103.8, 383
Delotrochanter petersoni, NorthAmerica, 24.8, 26.3, 42.4, -103.8, 384
Gobicyon macrognathus, Asia, 5.332, 15.97, 43.6, 112.7, 242
Gobicyon macrognathus, Asia, 11.2, 12.5, 43.6, 112.7, 385
Gobicyon macrognathus, Asia, 11.2, 12.5, 43, 112, 244
Gobicyon macrognathus, Asia, 11.2, 12.5, 43.5, 112.7, 386
Gobicyon zhegalloi, Asia, 18.45, 20.5, 49.2, 93.4, 387
Goupilictis minor, Europe, 23.8, 34, 43.9, 1.3, 302
Guangxicyon sinoamericanus, Asia, 33.9, 37.2, 23.7, 107.2, 388
Gustafsonia cognita, NorthAmerica, 36.5, 37, 29.6, -104.4, 295
Gustafsonia cognita, NorthAmerica, 37.1, 37.1, 29.9, -104.2, 296
Haplocyon crucians, Europe, 20, 22.8, 46.8, -1.3, 24
Haplocyon crucians, Europe, 20, 22.8, 46.2, 3.5, 312
Haplocyon crucians, Europe, 20, 22.8, 47.3, 1.6, 301
Haplocyon elegans, Europe, 20, 22.8, 44.3, 0.6, 18
Haplocyon elegans, Europe, 20, 22.8, 46.8, -1.3, 24
Haplocyon elegans, Europe, 20, 22.8, 46.2, 3.5, 312
Haplocyonoides mordax, Europe, 13.65, 15.97, 47.5, 0.3, 303
Haplocyonoides mordax, Europe, 15.97, 20.43, 47.5, 0, 19
Haplocyonoides mordax, Europe, 18, 20, 47.5, -0.7, 389
Haplocyonoides mordax, Europe, 18, 20, 47.5, 0.2, 307
Haplocyonoides mordax, Europe, 18, 20, 47.5, 0.1, 204
Haplocyonoides mordax, Europe, 18, 20, 47.3, 0.3, 205
Haplocyonoides mordax, Europe, 18, 20, 47.5, 0, 20
Haplocyonoides mordax, Europe, 18, 20, 47.5, 0.3, 201
Haplocyonoides mordax, Europe, 19, 20, 47.3, 0.8, 184
Haplocyonoides mordax, Europe, 20, 22.8, 44.3, 0.6, 18
Haplocyonoides mordax, Europe, 20, 22.8, 50, 8.1, 390
Haplocyonoides mordax, Europe, 20, 22.8, 41.3, -2, 391
Haplocyonoides mordax, Europe, 20, 22.8, 40.1, -2.7, 186
Haplocyonoides ponticus, Europe, 9.5, 11.2, 48.4, 9.2, 392
Haplocyonoides serbiae, Europe, 12.5, 15.2, 43.2, 21.1, 127
Harpagophagus sanguinensis, Europe, 28.4, 33.9, 44.3, 1.6, 73
Hecubides euryodon, Africa, 15.97, 20.43, 0.5, 34, 393
Hecubides euryodon, Africa, 15.97, 20.43, 2.8, 34.2, 394
Hecubides euryodon, Africa, 16.4, 20.5, -5.3, 12.2, 172
Hecubides euryodon, Africa, 16.4, 20.5, 1.3, 34.8, 395
Hecubides euryodon, Africa, 16.4, 20.5, 2.1, 34.2, 396
Hecubides euryodon, Africa, 16.4, 20.5, 2, 34, 397
Hecubides euryodon, Africa, 17, 18, 0.5, 34, 398
Hecubides euryodon, Africa, 17, 18, 0.4, 34.1, 399
Hecubides euryodon, Africa, 17, 18, 0.4, 34.2, 119
Hecubides euryodon, Africa, 19.5, 19.5, 0, 35.3, 400
Hecubides minor, Africa, 12.5, 15.2, 0.8, 35.8, 117
Ictiocyon socialis, Asia, 15.97, 23.03, 36.2, 103.6, 401
Ictiocyon socialis, Europe, 15.97, 20.43, 47.5, 0, 19
Ictiocyon socialis, Europe, 17, 18, 48.1, 1.9, 173
Ictiocyon socialis, Europe, 18, 20, 48.9, 11.2, 30
Ictiocyon socialis, Asia, 20, 22.8, 36, 104, 402
Ischyrocyon gidleyi, NorthAmerica, 4.9, 13.6, 43.2, -100.7, 403
Ischyrocyon gidleyi, NorthAmerica, 5.332, 11.608, 39.8, -99.8, 404
Ischyrocyon gidleyi, NorthAmerica, 5.332, 11.608, 35, -100.8, 405
Ischyrocyon gidleyi, NorthAmerica, 9, 10.1, 42.2, -103.7, 406
Ischyrocyon gidleyi, NorthAmerica, 9, 12.5, 38, -117.9, 407
Ischyrocyon gidleyi, NorthAmerica, 10.1, 12.1, 42.4, -98.2, 408
Ischyrocyon gidleyi, NorthAmerica, 10.1, 12.1, 43.1, -101.9, 409
Ischyrocyon gidleyi, NorthAmerica, 10.1, 12.1, 35.1, -100.9, 410
Ischyrocyon gidleyi, NorthAmerica, 10.3, 13.6, 43.3, -102.5, 411
Ischyrocyon gidleyi, NorthAmerica, 11.7, 11.9, 43.2, -100.7, 412
Ischyrocyon gidleyi, NorthAmerica, 11.7, 11.7, 42.8, -100.8, 413
Ischyrocyon gidleyi, NorthAmerica, 11.7, 12.3, 42.7, -102.5, 414
Ischyrocyon gidleyi, NorthAmerica, 11.7, 14.2, 38, -117.5, 415
Ischyrocyon gidleyi, NorthAmerica, 11.7, 12, 35, -100.8, 416
Ischyrocyon gidleyi, NorthAmerica, 11.7, 11.7, 43.4, -100.6, 417
Ischyrocyon gidleyi, NorthAmerica, 11.8, 11.8, 42.4, -99, 418
Ischyrocyon gidleyi, NorthAmerica, 11.8, 11.8, 42.8, -100.8, 419
Ischyrocyon gidleyi, NorthAmerica, 11.8, 11.9, 42.8, -99.7, 420
Ischyrocyon gidleyi, NorthAmerica, 11.8, 11.8, 43.2, -101.8, 421
Ischyrocyon gidleyi, NorthAmerica, 11.8, 11.8, 35.3, -118.5, 422
Ischyrocyon gidleyi, NorthAmerica, 11.8, 11.9, 42.6, -98, 423
Ischyrocyon gidleyi, NorthAmerica, 11.9, 11.9, 42.8, -100.8, 424
Ischyrocyon gidleyi, NorthAmerica, 11.9, 11.9, 42.4, -103.8, 425
Ischyrocyon gidleyi, NorthAmerica, 11.9, 11.9, 43.2, -99.8, 426
Ischyrocyon gidleyi, NorthAmerica, 11.9, 11.9, 35.3, -118.5, 427
Ischyrocyon gidleyi, NorthAmerica, 11.9, 12, 42.8, -100.8, 428
Ischyrocyon gidleyi, NorthAmerica, 12, 12.3, 42.8, -100.8, 429
Ischyrocyon gidleyi, NorthAmerica, 12, 12, 42.8, -100.8, 430
Ischyrocyon gidleyi, NorthAmerica, 12.1, 12.5, 42.6, -100.1, 431
Ischyrocyon gidleyi, NorthAmerica, 12.5, 14.8, 42.8, -97.6, 432
Ischyrocyon gidleyi, NorthAmerica, 12.5, 14.8, 42.7, -99.8, 433
Ischyrocyon gidleyi, NorthAmerica, 12.5, 14.8, 35, -117, 434
Ischyrocyon gidleyi, NorthAmerica, 13.6, 15.97, 42.6, -98, 435
Ischyrocyon gidleyi, NorthAmerica, 13.6, 15.97, 42.7, -100, 436
Ischyrocyon gidleyi, NorthAmerica, 13.6, 15.97, 42.8, -100.8, 437
Ischyrocyon gidleyi, NorthAmerica, 14, 14, 35, -117.1, 438
Ischyrocyon gidleyi, NorthAmerica, 14, 14.2, 34.8, -117, 439
Ischyrocyon gidleyi, NorthAmerica, 14.1, 14.2, 34.8, -117, 440
Ischyrocyon gidleyi, NorthAmerica, 14.8, 16, 35, -117.1, 193
Maemohcyon potisati, Asia, 13.094, 13.263, 18.3, 99.7, 441
Magericyon anceps, Europe, 9, 9.5, 40.2, -3.8, 48
Magericyon anceps, Europe, 9.5, 11.2, 41, -4.2, 210
Magericyon castellanus, Europe, 9, 9.5, 40.2, -3.8, 48
Magericyon castellanus, Europe, 9.5, 11.2, 42.5, 2, 442
Magericyon castellanus, Europe, 9.5, 11.2, 41, -4.2, 210
Mammacyon ferocior, NorthAmerica, 23.5, 23.5, 43, -104.5, 443
Mammacyon obtusidens, NorthAmerica, 19.5, 28.1, 29.6, -83, 339
Mammacyon obtusidens, NorthAmerica, 21.7, 21.8, 30.3, -83, 444
Mammacyon obtusidens, NorthAmerica, 21.7, 21.8, 43.3, -102.5, 445
Myacyon dojambir, Africa, 9, 11.2, 29, 3.4, 446
Myacyon kiptalami, Africa, 11.2, 14.8, 0.7, 36, 447
Myacyon kiptalami, Africa, 14.8, 16.4, 0.8, 35.8, 448
Paradaphoenus cuspigerus, NorthAmerica, 20.43, 30.8, 44.7, -119.6, 449
Paradaphoenus cuspigerus, NorthAmerica, 23, 28.1, 44.9, -123, 450
Paradaphoenus cuspigerus, NorthAmerica, 25.5, 25.6, 44.7, -119.6, 451
Paradaphoenus minimus, NorthAmerica, 32, 33.7, 45.6, -103.6, 83
Paradaphoenus minimus, NorthAmerica, 32, 33.7, 40.8, -96.7, 93
Paradaphoenus minimus, NorthAmerica, 33.3, 33.9, 42.4, -103.8, 364
Paradaphoenus minimus, NorthAmerica, 33.3, 33.9, 43.6, -102.4, 452
Paradaphoenus minimus, NorthAmerica, 33.4, 33.9, 42.4, -103.8, 453
Paradaphoenus minimus, NorthAmerica, 33.4, 33.4, 42.4, -103.8, 355
Paradaphoenus tooheyi, NorthAmerica, 25, 25, 42.8, -103.1, 454
Paradaphoenus tooheyi, NorthAmerica, 26.3, 30.8, 43.3, -102.5, 455
Paradaphoenus tooheyi, NorthAmerica, 28.1, 30, 43.1, -102.3, 456
Paradaphoenus tooheyi, NorthAmerica, 30, 32, 40.8, -96.7, 352
Paradaphoenus tooheyi, NorthAmerica, 30.8, 33.3, 41.7, -103.7, 457
Pliocyon medius, NorthAmerica, 13.6, 15.97, 35.3, -118.5, 458
Pliocyon medius, NorthAmerica, 14.8, 16, 42.2, -103.7, 190
Pliocyon medius, NorthAmerica, 14.8, 16, 42.7, -102.8, 459
Pliocyon medius, NorthAmerica, 14.8, 16, 35.1, -116.6, 192
Pliocyon medius, NorthAmerica, 15.5, 15.6, 43.6, -117.5, 141
Pliocyon medius, NorthAmerica, 15.97, 20.43, 42.4, -103.8, 198
Pliocyon robustus, NorthAmerica, 12.5, 14.8, 28.2, -81.8, 460
Pliocyon robustus, NorthAmerica, 13.6, 13.6, 27.9, -81.8, 461
Pseudarctos bavaricus, Asia, 5.332, 15.97, 43.6, 112.7, 242
Pseudarctos bavaricus, Europe, 7.246, 15.97, 43.5, 0.7, 125
Pseudarctos bavaricus, Europe, 9.491, 9.592, 41.5, 2.1, 46
Pseudarctos bavaricus, Europe, 9.5, 12.5, 49, 11.2, 462
Pseudarctos bavaricus, Europe, 11.1, 13.65, 48.2, 17, 463
Pseudarctos bavaricus, Europe, 11.1, 12.75, 47.5, 7.9, 464
Pseudarctos bavaricus, Asia, 11.2, 12.5, 43.8, 113.1, 243
Pseudarctos bavaricus, Asia, 11.2, 12.5, 43, 112, 244
Pseudarctos bavaricus, Europe, 11.2, 12.5, 45.6, 5.2, 4
Pseudarctos bavaricus, Europe, 11.2, 15.2, 44, 0.3, 126
Pseudarctos bavaricus, Europe, 11.2, 15.2, 48.2, 17, 465
Pseudarctos bavaricus, Europe, 11.2, 12.5, 47.5, 7.9, 466
Pseudarctos bavaricus, Europe, 11.608, 15.97, 43.5, 0.6, 5
Pseudarctos bavaricus, Europe, 12.5, 15.2, 43.9, 0.7, 467
Pseudarctos bavaricus, Europe, 12.5, 15.2, 43.9, -0.5, 7
Pseudarctos bavaricus, Europe, 12.5, 15.2, 47.8, 11.3, 468
Pseudarctos bavaricus, Europe, 13.65, 15.97, 43.9, 0.7, 469
Pseudarctos bavaricus, Europe, 13.65, 15.97, 47.5, 0, 128
Pseudarctos bavaricus, Europe, 15.2, 17, 47.5, 15.3, 10
Pseudarctos bavaricus, Europe, 15.2, 17, 47.5, 0.1, 11
Pseudarctos bavaricus, Europe, 15.2, 17, 47.5, 0.3, 132
Pseudarctos bavaricus, Europe, 15.2, 17, 47.3, 0.8, 14
Pseudarctos bavaricus, Europe, 15.2, 17, 47.4, 0.3, 470
Pseudarctos bavaricus, Europe, 15.2, 17, 47.5, 0, 13
Pseudarctos bavaricus, Europe, 15.2, 17, 47.6, 0.2, 471
Pseudarctos bavaricus, Europe, 15.2, 17, 47.5, 0.2, 12
Pseudarctos bavaricus, Europe, 15.2, 17, 47.3, 0.3, 131
Pseudarctos bavaricus, Europe, 15.2, 18, 45.9, 4.7, 3
Pseudarctos bavaricus, Europe, 15.2, 17, 48.6, 11.8, 222
Pseudarctos bavaricus, Europe, 15.97, 16.9, 44, 0.5, 170
Pseudarctos bavaricus, Europe, 15.97, 16.9, 48.1, 1.8, 133
Pseudarctos bavaricus, Europe, 17, 18, 43.9, 0.5, 472
Pseudarctos bavaricus, Europe, 17, 18, 41.5, 2, 473
Pseudocyon caucasicus, Asia, 15.2, 17, 51.7, 76.5, 474
Pseudocyon NorthAmerica, NorthAmerica, 9, 10.1, 42.2, -103.7, 406
Pseudocyon NorthAmerica, NorthAmerica, 9, 12.1, 42.7, -100.9, 475
Pseudocyon NorthAmerica, NorthAmerica, 10.1, 12.1, 42.4, -98.2, 408
Pseudocyon NorthAmerica, NorthAmerica, 11.6, 11.6, 42.8, -100.8, 476
Pseudocyon NorthAmerica, NorthAmerica, 11.7, 11.9, 42.4, -103.8, 477
Pseudocyon NorthAmerica, NorthAmerica, 11.8, 11.8, 42.7, -100, 478
Pseudocyon NorthAmerica, NorthAmerica, 11.9, 11.9, 42.7, -100, 479
Pseudocyon NorthAmerica, NorthAmerica, 12, 12, 42.8, -100.8, 430
Pseudocyon NorthAmerica, NorthAmerica, 12.1, 12.5, 42.6, -100.1, 431
Pseudocyon NorthAmerica, NorthAmerica, 12.2, 12.3, 42.7, -100, 480
Pseudocyon NorthAmerica, NorthAmerica, 12.3, 12.3, 42.8, -100.8, 481
Pseudocyon NorthAmerica, NorthAmerica, 12.5, 14.8, 42.8, -100, 482
Pseudocyon NorthAmerica, NorthAmerica, 12.5, 14.8, 42.8, -97.6, 432
Pseudocyon NorthAmerica, NorthAmerica, 12.5, 14.8, 35.8, -106, 483
Pseudocyon NorthAmerica, NorthAmerica, 13.6, 15.97, 41.5, -103.8, 484
Pseudocyon NorthAmerica, NorthAmerica, 13.6, 15.97, 40.2, -101.1, 485
Pseudocyon NorthAmerica, NorthAmerica, 13.6, 15.97, 42.8, -100, 486
Pseudocyon NorthAmerica, NorthAmerica, 13.6, 15.97, 42.8, -100.8, 437
Pseudocyon NorthAmerica, NorthAmerica, 13.6, 15.97, 35.5, -106.2, 487
Pseudocyon NorthAmerica, NorthAmerica, 14.8, 16, 42.2, -103.7, 190
Pseudocyon NorthAmerica, NorthAmerica, 15.97, 20.43, 42.4, -103.8, 198
Pseudocyon sansaniensis, Europe, 7.246, 15.97, 43.5, 0.7, 125
Pseudocyon sansaniensis, Europe, 11.2, 12.5, 45.6, 5.2, 4
Pseudocyon sansaniensis, Europe, 11.608, 15.97, 43.5, 0.6, 5
Pseudocyon sansaniensis, Europe, 12.5, 15.2, 43.9, -0.5, 7
Pseudocyon sansaniensis, Europe, 12.75, 13.65, 44.4, 41.9, 488
Pseudocyon sansaniensis, Europe, 13.65, 15.97, 44.1, 0.1, 489
Pseudocyon sansaniensis, Europe, 13.65, 15.97, 47.5, 0, 128
